date,favorite_count,retweet_count,screen_name,tweet,tweet_id
30/01/2009 22:48,0,0,EmbarcaderoTech,Live Webinar Feb 10th: Reducing Time and Costs with a Model-Driven Development Approach: Featuring Delphi and RA.. http://tinyurl.com/aqm325,1163115365
30/01/2009 22:48,0,0,EmbarcaderoTech,"Blog: Your place or mine?: As part of our Delphi outreach in the US and Canada, we would love to meet you a.. http://tinyurl.com/crskuf",1163115486
31/01/2009 01:48,0,0,EmbarcaderoTech,"Blog: Change Manager 5.0.3 HOWTO: Part III &#8211; SQL Filter &#8216;LIKE&#8217; Operator: I know, this is .. http://tinyurl.com/ckxfps",1163500064
31/01/2009 01:48,0,0,EmbarcaderoTech,"Blog: Delphi Live! in San Jose &#8212; May 13th &#8211; 16th 2009: 
Where: San Jose, CA, USAWhen: May 13th .. http://tinyurl.com/bd7f6g",1163500287
02/02/2009 14:49,0,0,EmbarcaderoTech,"Blog: Roadshowtermine für 2009: Die ersten beiden Roadshowtermine für das Jahr 2009 stehen fest:

Wir präse.. http://tinyurl.com/bfcyaj",1169933604
02/02/2009 15:50,0,0,EmbarcaderoTech,Blog: VCL for PHP to be used on a GPL web application: Just write this post to inform you that qadram softw.. http://tinyurl.com/d8c6zb,1170099882
02/02/2009 19:50,0,0,EmbarcaderoTech,The Delphi Prism Roadmap: This article summarizes the future plans for Delphi Prism http://tinyurl.com/c2879u,1170775179
02/02/2009 19:50,0,0,EmbarcaderoTech,Blog: The Delphi Prism Roadmap: We&#8217;ve published a new Delphi Prism Roadmap. http://tinyurl.com/d5ghc5,1170775591
04/02/2009 01:48,0,0,EmbarcaderoTech,"Blog: Random Thoughts on the Passing Scene #99: 
Bob Walsh of MicroISV fame had me as a guest on his podcas.. http://tinyurl.com/cu7qbe",1174939690
04/02/2009 20:48,0,0,EmbarcaderoTech,"Blog: Verity Stob and Me: Well, I think it is safe to say that you&#8217;ve arrived in the development busi.. http://tinyurl.com/avc7cs",1177525189
04/02/2009 21:48,0,0,EmbarcaderoTech,Blog: ER/Portal&#8217;s Benefits to Various Roles: So we're working on ways to articulate the value of ER/S.. http://tinyurl.com/babcl3,1177701902
09/02/2009 18:56,0,0,EmbarcaderoTech,Getting ready for the Delphi Architect data modeling live webinar http://tinyurl.com/awqgu2,1192776757
10/02/2009 02:48,0,0,EmbarcaderoTech,Blog: Reducing Time and Costs with a Model-Driven Development Approach: Check out Embarcadero's Delphi &#38.. http://tinyurl.com/aqs3ls,1194181624
10/02/2009 02:48,0,0,EmbarcaderoTech,Blog: DataRage: So the team and I have been able to sort through ALL of the awesome abstracts sent to us fo.. http://tinyurl.com/b96zua,1194181726
10/02/2009 02:48,0,0,EmbarcaderoTech,The Delphi 2009 Productivity Tour is coming to a city near you: This is the eDM that was sent to Delphi develope.. http://tinyurl.com/cxwbdg,1194181899
10/02/2009 02:48,0,0,EmbarcaderoTech,Blog: The Delphi 2009 Productivity Tour - on the road in the US and the world with David I.: It&#8217;s tha.. http://tinyurl.com/apvjgf,1194182133
10/02/2009 02:48,0,0,EmbarcaderoTech,"Blog: Delphi 2009 Productivity Tour: Check it out!
More stops coming!
See you there! http://tinyurl.com/bvaxu2",1194182307
10/02/2009 02:48,0,0,EmbarcaderoTech,Blog: Delphi Developer Days with Cary Jensen and Marco Cantu: Delphi Guru&#8217;s Cary Jensen and Marco Can.. http://tinyurl.com/ddyldn,1194182361
10/02/2009 02:48,0,0,EmbarcaderoTech,"Blog: Delphi Live! Conference - May 13-16, San Jose, California USA: The Delphi Live! website is now online.. http://tinyurl.com/agzdde",1194182442
10/02/2009 19:50,0,0,EmbarcaderoTech,Blog: Join the DB Optimizer 1.5 beta test program - fix your poor performing databases: Do you have poor pe.. http://tinyurl.com/c8y6px,1196585671
11/02/2009 21:48,0,0,EmbarcaderoTech,"Blog: Delphi Conference en Mexico D.F. y Guadalajara: Comunidad Delphi de Mexico,
Aquellos que todavía no s.. http://tinyurl.com/cjkdjy",1200503046
11/02/2009 23:47,0,0,EmbarcaderoTech,Blog: ER/Studio Portal 1.1 Beta is here!!: Come and get it! We&#8217;re gearing up to release another versi.. http://tinyurl.com/bgmcvo,1200870521
13/02/2009 00:50,0,0,EmbarcaderoTech,"Blog: Developer Summit 2009 - Japan: Today is the first day (yesterday we had the reception party, which wa.. http://tinyurl.com/cpkjqe",1204781705
13/02/2009 08:48,0,0,EmbarcaderoTech,"Blog: Developer Summit 2009 - Japan (II): The schedule for today is complete, we had a really nice session .. http://tinyurl.com/cdnmcq",1205778998
13/02/2009 15:52,0,0,EmbarcaderoTech,"Blog: Changes in the wind…: For those of you who read this blog regularly and nicely ping me to write more,.. http://tinyurl.com/dlb3az",1206733835
13/02/2009 23:49,0,0,EmbarcaderoTech,Blog: What is an Internal Compiler Error?: The documentation team recently asked me to look over a help top.. http://tinyurl.com/bh4q7b,1208297311
14/02/2009 20:48,0,0,EmbarcaderoTech,Five Ways Delphi 2009 Speeds Windows Development: This is an eDM that was recently emailed out to Delphi customers. http://tinyurl.com/b ...,1210645923
16/02/2009 01:48,0,0,EmbarcaderoTech,"Blog: PHP Camp: Last saturday, we had the opportunity to share a nice time with many young developers, so t.. http://tinyurl.com/b87q8g",1213918077
17/02/2009 02:49,0,0,EmbarcaderoTech,"Blog: You saw it here first: Embarcadero All-Access: By now your Google Alerts, faithfully set to pick up a.. http://tinyurl.com/c4d2lo",1217580097
18/02/2009 07:48,0,0,EmbarcaderoTech,"Blog: TDUG (Toronto Delphi User Group) Meeting with DavidI on Thursday, February 19: Date :&#160;&#160;&#16.. http://tinyurl.com/cbyegm",1222106490
18/02/2009 15:50,0,0,EmbarcaderoTech,Blog: Are you your own worst critic?: People say that we're our own worst critics. A few weeks ago at a wri.. http://tinyurl.com/cckcjy,1223207584
18/02/2009 15:51,0,0,EmbarcaderoTech,Blog: Philip Rathle walks us through All-Access: Have a looky look:See all the newly released information o.. http://tinyurl.com/djdd5d,1223207928
18/02/2009 17:50,0,0,EmbarcaderoTech,"Blog: Embarcadero Debuts On-Demand, Multi-Platform Software Development Tool Chest: Embarcadero today annou.. http://tinyurl.com/buag63",1223634218
18/02/2009 19:53,0,0,EmbarcaderoTech,The 2009 Delphi for PHP Survey: The 2009 Delphi for PHP Survey is now online. Please take a few moments of your .. http://tinyurl.com/bcm8z5,1224055740
18/02/2009 22:50,0,0,EmbarcaderoTech,Rapid SQL FAQ: Rapid SQL is a leading cross-platform SQL IDE that helps database and application developers prod.. http://tinyurl.com/brexea,1224654967
18/02/2009 22:51,0,0,EmbarcaderoTech,ER/Portal's Role Based Benefits: Using Portal in various job roles is beneficial. http://tinyurl.com/bwo2ng,1224655167
18/02/2009 22:51,0,0,EmbarcaderoTech,Blog: Are you your own worst critic? http://tinyurl.com/dn2qjp,1224655360
18/02/2009 22:51,0,0,EmbarcaderoTech,Blog: Philip Rathle walks us through All-Access http://tinyurl.com/ahp5g3,1224655506
18/02/2009 22:51,0,0,EmbarcaderoTech,"Blog: The 2009 Delphi for PHP Survey is up.: If you are a Delphi for PHP user, or are just interested in th.. http://tinyurl.com/ascayf",1224655603
18/02/2009 23:49,0,0,EmbarcaderoTech,ER/Studio Denormalization Feature Example: A brief overview of using ERStudio's Roll-Up Denormalization Feature http://tinyurl.com/ch3vjq,1224845361
18/02/2009 23:49,0,0,EmbarcaderoTech,Data Design Analysis: Jason Tiret's paper on designing and standardizing database designs http://tinyurl.com/dkqs3z,1224845527
18/02/2009 23:49,0,0,EmbarcaderoTech,Top 10 Reasons to Use ER/Studio Repository: A guide to using ER/Repo and its benefits http://tinyurl.com/dmj6sk,1224845698
19/02/2009 00:49,0,0,EmbarcaderoTech,ER/Studio Enterprise Repository Database Sizing Guide: Brief paper providing guidance on planning for the growth.. http://tinyurl.com/bs86g7,1224995626
19/02/2009 00:49,0,0,EmbarcaderoTech,Tapping the ER/Repo Reservoir to Get the Metadata You Want: Power user SQL Querying of the ER/Repo http://tinyurl.com/b3g6sc,1224995729
19/02/2009 15:50,0,0,EmbarcaderoTech,Video: How to build a process model with EA/Studio: A short video intro on how to build a BPMN process model. http://tinyurl.com/bl6btu,1227035273
19/02/2009 15:50,0,0,EmbarcaderoTech,Video overview of ER/Studio Enterprise Portal: Brief videos on how Portal works http://tinyurl.com/alfpbq,1227035486
19/02/2009 15:51,0,0,EmbarcaderoTech,DBTA Article on Database Administration Issues: Greg Keller interviewed by DBTA on DBA issues http://tinyurl.com/cktvfy,1227035739
19/02/2009 15:51,0,0,EmbarcaderoTech,DBArtisan Top 10 Business Benefits: An analysis of the top 10 reasons to use DBArtisan. http://tinyurl.com/akc9px,1227036243
19/02/2009 15:51,0,0,EmbarcaderoTech,Using Change Manager in a Sybase Shop: A white paper on Change Manager's use against Sybase ASE http://tinyurl.com/c4peto,1227036518
19/02/2009 17:52,0,0,EmbarcaderoTech,Schema Examiner FAQ: Using Schema Examiner to examine data model quality http://tinyurl.com/dxso47,1227465962
19/02/2009 17:52,0,0,EmbarcaderoTech,Working Collaboritively with EA/Studio: A white paper on team-based best practices using EA/Studio http://tinyurl.com/cdkeyg,1227466069
19/02/2009 17:52,0,0,EmbarcaderoTech,CaseWise and ER/Studio Integration using ToolBus: Using Reischmann's ToolBus to integrate CaseWise process model.. http://tinyurl.com/bn66o6,1227466418
20/02/2009 17:50,0,0,EmbarcaderoTech,DB Optimizer 1.5 main work flow video: quick 7 minute video on using Profiler and Tuner to optimize a database http://tinyurl.com/c56h9r,1231366610
20/02/2009 19:50,0,0,EmbarcaderoTech,Blog: Kyle Hailey demos the new DB Optimizer.: Kyle posted this gem on our EDN Community page for DB Optimi.. http://tinyurl.com/aespcj,1231791573
